"time_key","date","hour","day","week","month","quarter","year"
"T02721","2020-04-03","5","3","1st Week","4","Q2","2020"
"T02722","2022-04-29","3","29","4th Week","4","Q2","2022"
"T02723","2017-07-08","17","8","2nd Week","7","Q3","2017"
"T02724","2021-04-05","0","5","1st Week","4","Q2","2021"
"T02725","2021-05-04","19","4","1st Week","5","Q2","2021"
"T02726","2022-07-20","15","20","3rd Week","7","Q3","2022"
"T02727","2021-05-19","10","19","3rd Week","5","Q2","2021"
"T02728","2017-06-27","22","27","4th Week","6","Q2","2017"
"T02729","2022-02-15","12","15","3rd Week","2","Q1","2022"
"T02730","2018-10-15","9","15","3rd Week","10","Q4","2018"
"T02731","2014-03-28","13","28","4th Week","3","Q1","2014"
"T02732","2014-09-19","17","19","3rd Week","9","Q3","2014"
"T02733","2021-07-19","8","19","3rd Week","7","Q3","2021"
"T02734","2017-01-14","0","14","2nd Week","1","Q1","2017"
"T02735","2016-02-05","14","5","1st Week","2","Q1","2016"
"T02736","2014-03-19","3","19","3rd Week","3","Q1","2014"
"T02737","2017-09-10","20","10","2nd Week","9","Q3","2017"
"T02738","2022-03-16","11","16","3rd Week","3","Q1","2022"
"T02739","2017-12-28","11","28","4th Week","12","Q4","2017"
"T02740","2015-04-21","12","21","3rd Week","4","Q2","2015"
"T02741","2016-11-30","0","30","4th Week","11","Q4","2016"
"T02742","2021-03-17","3","17","3rd Week","3","Q1","2021"
"T02743","2021-08-13","1","13","2nd Week","8","Q3","2021"
"T02744","2016-02-13","8","13","2nd Week","2","Q1","2016"
"T02745","2015-06-20","14","20","3rd Week","6","Q2","2015"
"T02746","2021-12-06","17","6","1st Week","12","Q4","2021"
"T02747","2018-06-19","8","19","3rd Week","6","Q2","2018"
"T02748","2021-09-25","3","25","4th Week","9","Q3","2021"
"T02749","2019-03-04","21","4","1st Week","3","Q1","2019"
"T02750","2020-07-01","21","1","1st Week","7","Q3","2020"
"T02751","2021-10-08","0","8","2nd Week","10","Q4","2021"
"T02752","2021-08-16","12","16","3rd Week","8","Q3","2021"
"T02753","2021-03-02","17","2","1st Week","3","Q1","2021"
"T02754","2016-05-01","1","1","1st Week","5","Q2","2016"
"T02755","2020-08-06","23","6","1st Week","8","Q3","2020"
"T02756","2021-02-04","10","4","1st Week","2","Q1","2021"
"T02757","2016-05-14","14","14","2nd Week","5","Q2","2016"
"T02758","2014-02-17","15","17","3rd Week","2","Q1","2014"
"T02759","2014-11-08","21","8","2nd Week","11","Q4","2014"
"T02760","2020-12-23","8","23","4th Week","12","Q4","2020"
"T02761","2022-08-12","13","12","2nd Week","8","Q3","2022"
"T02762","2020-10-30","12","30","4th Week","10","Q4","2020"
"T02763","2017-07-11","16","11","2nd Week","7","Q3","2017"
"T02764","2014-04-27","13","27","4th Week","4","Q2","2014"
"T02765","2020-02-04","23","4","1st Week","2","Q1","2020"
"T02766","2016-12-30","16","30","4th Week","12","Q4","2016"
"T02767","2018-01-30","7","30","4th Week","1","Q1","2018"
"T02768","2022-03-02","9","2","1st Week","3","Q1","2022"
"T02769","2016-12-09","14","9","2nd Week","12","Q4","2016"
"T02770","2020-07-23","19","23","4th Week","7","Q3","2020"
"T02771","2014-01-30","6","30","4th Week","1","Q1","2014"
"T02772","2019-03-12","3","12","2nd Week","3","Q1","2019"
"T02773","2022-09-12","17","12","2nd Week","9","Q3","2022"
"T02774","2020-04-13","6","13","2nd Week","4","Q2","2020"
"T02775","2021-11-04","1","4","1st Week","11","Q4","2021"
"T02776","2017-08-29","19","29","4th Week","8","Q3","2017"
"T02777","2018-09-24","11","24","4th Week","9","Q3","2018"
"T02778","2014-08-03","14","3","1st Week","8","Q3","2014"
"T02779","2020-12-16","5","16","3rd Week","12","Q4","2020"
"T02780","2014-01-31","14","31","4th Week","1","Q1","2014"
"T02781","2022-10-07","18","7","1st Week","10","Q4","2022"
"T02782","2018-11-27","1","27","4th Week","11","Q4","2018"
"T02783","2014-05-24","12","24","4th Week","5","Q2","2014"
"T02784","2022-08-09","0","9","2nd Week","8","Q3","2022"
"T02785","2018-08-24","12","24","4th Week","8","Q3","2018"
"T02786","2015-12-29","19","29","4th Week","12","Q4","2015"
"T02787","2017-12-23","23","23","4th Week","12","Q4","2017"
"T02788","2015-10-05","21","5","1st Week","10","Q4","2015"
"T02789","2015-10-21","6","21","3rd Week","10","Q4","2015"
"T02790","2020-12-05","10","5","1st Week","12","Q4","2020"
"T02791","2017-06-20","20","20","3rd Week","6","Q2","2017"
"T02792","2015-12-20","23","20","3rd Week","12","Q4","2015"
"T02793","2017-02-02","22","2","1st Week","2","Q1","2017"
"T02794","2022-01-27","22","27","4th Week","1","Q1","2022"
"T02795","2014-05-04","1","4","1st Week","5","Q2","2014"
"T02796","2021-03-31","1","31","4th Week","3","Q1","2021"
"T02797","2017-08-04","20","4","1st Week","8","Q3","2017"
"T02798","2022-11-01","20","1","1st Week","11","Q4","2022"
"T02799","2016-01-07","9","7","1st Week","1","Q1","2016"
"T02800","2015-09-24","22","24","4th Week","9","Q3","2015"
"T02801","2015-06-18","3","18","3rd Week","6","Q2","2015"
"T02802","2016-04-02","16","2","1st Week","4","Q2","2016"
"T02803","2016-01-28","10","28","4th Week","1","Q1","2016"
"T02804","2020-03-22","12","22","4th Week","3","Q1","2020"
"T02805","2018-02-13","22","13","2nd Week","2","Q1","2018"
"T02806","2022-01-24","22","24","4th Week","1","Q1","2022"
"T02807","2014-12-26","9","26","4th Week","12","Q4","2014"
"T02808","2022-04-30","0","30","4th Week","4","Q2","2022"
"T02809","2014-04-01","4","1","1st Week","4","Q2","2014"
"T02810","2022-06-09","20","9","2nd Week","6","Q2","2022"
"T02811","2022-08-12","21","12","2nd Week","8","Q3","2022"
"T02812","2017-10-21","7","21","3rd Week","10","Q4","2017"
"T02813","2019-04-29","7","29","4th Week","4","Q2","2019"
"T02814","2021-08-15","6","15","3rd Week","8","Q3","2021"
"T02815","2019-03-17","14","17","3rd Week","3","Q1","2019"
"T02816","2015-05-09","3","9","2nd Week","5","Q2","2015"
"T02817","2022-04-11","4","11","2nd Week","4","Q2","2022"
"T02818","2022-09-29","22","29","4th Week","9","Q3","2022"
"T02819","2018-07-15","16","15","3rd Week","7","Q3","2018"
"T02820","2019-06-21","17","21","3rd Week","6","Q2","2019"
"T02821","2020-03-04","7","4","1st Week","3","Q1","2020"
"T02822","2017-09-23","3","23","4th Week","9","Q3","2017"
"T02823","2016-08-19","21","19","3rd Week","8","Q3","2016"
"T02824","2014-03-26","20","26","4th Week","3","Q1","2014"
"T02825","2022-11-07","14","7","1st Week","11","Q4","2022"
"T02826","2015-06-11","18","11","2nd Week","6","Q2","2015"
"T02827","2019-10-06","6","6","1st Week","10","Q4","2019"
"T02828","2019-03-25","11","25","4th Week","3","Q1","2019"
"T02829","2021-02-06","18","6","1st Week","2","Q1","2021"
"T02830","2017-02-02","13","2","1st Week","2","Q1","2017"
"T02831","2016-08-17","22","17","3rd Week","8","Q3","2016"
"T02832","2022-04-18","0","18","3rd Week","4","Q2","2022"
"T02833","2019-08-02","20","2","1st Week","8","Q3","2019"
"T02834","2017-10-24","16","24","4th Week","10","Q4","2017"
"T02835","2017-10-28","6","28","4th Week","10","Q4","2017"
"T02836","2020-07-22","20","22","4th Week","7","Q3","2020"
"T02837","2016-05-22","12","22","4th Week","5","Q2","2016"
"T02838","2018-03-18","19","18","3rd Week","3","Q1","2018"
"T02839","2017-10-21","0","21","3rd Week","10","Q4","2017"
"T02840","2016-07-12","2","12","2nd Week","7","Q3","2016"
"T02841","2016-07-19","9","19","3rd Week","7","Q3","2016"
"T02842","2015-05-31","3","31","4th Week","5","Q2","2015"
"T02843","2018-02-20","19","20","3rd Week","2","Q1","2018"
"T02844","2015-01-03","1","3","1st Week","1","Q1","2015"
"T02845","2021-08-11","11","11","2nd Week","8","Q3","2021"
"T02846","2021-04-15","7","15","3rd Week","4","Q2","2021"
"T02847","2021-12-11","13","11","2nd Week","12","Q4","2021"
"T02848","2019-02-15","4","15","3rd Week","2","Q1","2019"
"T02849","2015-10-08","5","8","2nd Week","10","Q4","2015"
"T02850","2019-08-18","12","18","3rd Week","8","Q3","2019"
"T02851","2019-12-06","1","6","1st Week","12","Q4","2019"
"T02852","2016-12-05","3","5","1st Week","12","Q4","2016"
"T02853","2014-08-31","11","31","4th Week","8","Q3","2014"
"T02854","2016-01-21","15","21","3rd Week","1","Q1","2016"
"T02855","2018-05-31","16","31","4th Week","5","Q2","2018"
"T02856","2021-05-29","5","29","4th Week","5","Q2","2021"
"T02857","2017-04-18","14","18","3rd Week","4","Q2","2017"
"T02858","2014-10-31","11","31","4th Week","10","Q4","2014"
"T02859","2018-01-20","0","20","3rd Week","1","Q1","2018"
"T02860","2018-10-26","2","26","4th Week","10","Q4","2018"
"T02861","2018-10-28","10","28","4th Week","10","Q4","2018"
"T02862","2016-10-15","17","15","3rd Week","10","Q4","2016"
"T02863","2017-01-03","0","3","1st Week","1","Q1","2017"
"T02864","2014-11-28","9","28","4th Week","11","Q4","2014"
"T02865","2017-08-10","1","10","2nd Week","8","Q3","2017"
"T02866","2021-07-27","22","27","4th Week","7","Q3","2021"
"T02867","2020-10-04","3","4","1st Week","10","Q4","2020"
"T02868","2017-12-11","12","11","2nd Week","12","Q4","2017"
"T02869","2017-08-04","4","4","1st Week","8","Q3","2017"
"T02870","2017-12-23","17","23","4th Week","12","Q4","2017"
"T02871","2014-02-22","6","22","4th Week","2","Q1","2014"
"T02872","2017-07-22","11","22","4th Week","7","Q3","2017"
"T02873","2022-04-17","7","17","3rd Week","4","Q2","2022"
"T02874","2020-11-07","1","7","1st Week","11","Q4","2020"
"T02875","2016-03-09","4","9","2nd Week","3","Q1","2016"
"T02876","2015-01-19","1","19","3rd Week","1","Q1","2015"
"T02877","2021-03-30","21","30","4th Week","3","Q1","2021"
"T02878","2015-09-23","12","23","4th Week","9","Q3","2015"
"T02879","2018-05-16","15","16","3rd Week","5","Q2","2018"
"T02880","2020-04-09","22","9","2nd Week","4","Q2","2020"
"T02881","2018-10-22","8","22","4th Week","10","Q4","2018"
"T02882","2016-08-17","7","17","3rd Week","8","Q3","2016"
"T02883","2017-08-22","2","22","4th Week","8","Q3","2017"
"T02884","2015-10-14","21","14","2nd Week","10","Q4","2015"
"T02885","2017-02-10","0","10","2nd Week","2","Q1","2017"
"T02886","2015-01-12","3","12","2nd Week","1","Q1","2015"
"T02887","2022-08-22","22","22","4th Week","8","Q3","2022"
"T02888","2018-09-24","7","24","4th Week","9","Q3","2018"
"T02889","2016-02-08","9","8","2nd Week","2","Q1","2016"
"T02890","2014-03-11","23","11","2nd Week","3","Q1","2014"
"T02891","2017-04-23","10","23","4th Week","4","Q2","2017"
"T02892","2016-04-13","6","13","2nd Week","4","Q2","2016"
"T02893","2018-05-31","23","31","4th Week","5","Q2","2018"
"T02894","2021-05-09","2","9","2nd Week","5","Q2","2021"
"T02895","2020-06-23","11","23","4th Week","6","Q2","2020"
"T02896","2021-07-17","20","17","3rd Week","7","Q3","2021"
"T02897","2020-01-11","6","11","2nd Week","1","Q1","2020"
"T02898","2018-07-19","21","19","3rd Week","7","Q3","2018"
"T02899","2014-12-12","7","12","2nd Week","12","Q4","2014"
"T02900","2019-11-11","12","11","2nd Week","11","Q4","2019"
"T02901","2021-07-06","20","6","1st Week","7","Q3","2021"
"T02902","2017-12-21","19","21","3rd Week","12","Q4","2017"
"T02903","2018-07-20","16","20","3rd Week","7","Q3","2018"
"T02904","2017-07-12","5","12","2nd Week","7","Q3","2017"
"T02905","2015-04-15","2","15","3rd Week","4","Q2","2015"
"T02906","2015-06-14","19","14","2nd Week","6","Q2","2015"
"T02907","2015-11-03","13","3","1st Week","11","Q4","2015"
"T02908","2020-11-02","20","2","1st Week","11","Q4","2020"
"T02909","2018-08-27","5","27","4th Week","8","Q3","2018"
"T02910","2014-04-02","23","2","1st Week","4","Q2","2014"
"T02911","2016-02-24","22","24","4th Week","2","Q1","2016"
"T02912","2014-03-09","9","9","2nd Week","3","Q1","2014"
"T02913","2021-04-26","16","26","4th Week","4","Q2","2021"
"T02914","2015-04-30","8","30","4th Week","4","Q2","2015"
"T02915","2018-02-11","5","11","2nd Week","2","Q1","2018"
"T02916","2022-02-20","19","20","3rd Week","2","Q1","2022"
"T02917","2019-09-16","15","16","3rd Week","9","Q3","2019"
"T02918","2019-07-08","20","8","2nd Week","7","Q3","2019"
"T02919","2021-04-08","6","8","2nd Week","4","Q2","2021"
"T02920","2017-08-21","7","21","3rd Week","8","Q3","2017"
"T02921","2020-07-10","17","10","2nd Week","7","Q3","2020"
"T02922","2017-04-15","13","15","3rd Week","4","Q2","2017"
"T02923","2017-08-09","5","9","2nd Week","8","Q3","2017"
"T02924","2016-10-23","22","23","4th Week","10","Q4","2016"
"T02925","2020-07-21","8","21","3rd Week","7","Q3","2020"
"T02926","2015-11-07","0","7","1st Week","11","Q4","2015"
"T02927","2022-10-10","15","10","2nd Week","10","Q4","2022"
"T02928","2014-10-29","7","29","4th Week","10","Q4","2014"
"T02929","2020-01-27","0","27","4th Week","1","Q1","2020"
"T02930","2018-10-29","6","29","4th Week","10","Q4","2018"
"T02931","2015-10-20","19","20","3rd Week","10","Q4","2015"
"T02932","2019-12-18","6","18","3rd Week","12","Q4","2019"
"T02933","2016-08-19","21","19","3rd Week","8","Q3","2016"
"T02934","2017-01-05","7","5","1st Week","1","Q1","2017"
"T02935","2020-09-22","23","22","4th Week","9","Q3","2020"
"T02936","2016-02-04","14","4","1st Week","2","Q1","2016"
"T02937","2016-01-22","12","22","4th Week","1","Q1","2016"
"T02938","2016-02-16","6","16","3rd Week","2","Q1","2016"
"T02939","2017-03-17","2","17","3rd Week","3","Q1","2017"
"T02940","2017-03-19","4","19","3rd Week","3","Q1","2017"
"T02941","2015-07-06","16","6","1st Week","7","Q3","2015"
"T02942","2018-12-15","8","15","3rd Week","12","Q4","2018"
"T02943","2020-02-19","7","19","3rd Week","2","Q1","2020"
"T02944","2021-08-15","21","15","3rd Week","8","Q3","2021"
"T02945","2015-12-02","8","2","1st Week","12","Q4","2015"
"T02946","2020-12-17","5","17","3rd Week","12","Q4","2020"
"T02947","2018-11-18","7","18","3rd Week","11","Q4","2018"
"T02948","2017-11-02","21","2","1st Week","11","Q4","2017"
"T02949","2014-04-30","10","30","4th Week","4","Q2","2014"
"T02950","2018-01-21","1","21","3rd Week","1","Q1","2018"
"T02951","2015-12-05","8","5","1st Week","12","Q4","2015"
"T02952","2019-04-16","16","16","3rd Week","4","Q2","2019"
"T02953","2021-10-23","9","23","4th Week","10","Q4","2021"
"T02954","2018-04-28","3","28","4th Week","4","Q2","2018"
"T02955","2016-01-07","22","7","1st Week","1","Q1","2016"
"T02956","2022-08-17","18","17","3rd Week","8","Q3","2022"
"T02957","2018-03-30","7","30","4th Week","3","Q1","2018"
"T02958","2020-03-24","17","24","4th Week","3","Q1","2020"
"T02959","2018-11-20","2","20","3rd Week","11","Q4","2018"
"T02960","2021-09-13","23","13","2nd Week","9","Q3","2021"
"T02961","2016-08-19","4","19","3rd Week","8","Q3","2016"
"T02962","2020-11-20","2","20","3rd Week","11","Q4","2020"
"T02963","2020-02-18","0","18","3rd Week","2","Q1","2020"
"T02964","2019-11-29","14","29","4th Week","11","Q4","2019"
"T02965","2020-11-01","8","1","1st Week","11","Q4","2020"
"T02966","2022-03-05","0","5","1st Week","3","Q1","2022"
"T02967","2016-10-31","5","31","4th Week","10","Q4","2016"
"T02968","2020-08-27","2","27","4th Week","8","Q3","2020"
"T02969","2015-02-15","1","15","3rd Week","2","Q1","2015"
"T02970","2020-04-09","10","9","2nd Week","4","Q2","2020"
"T02971","2019-08-01","6","1","1st Week","8","Q3","2019"
"T02972","2017-08-31","8","31","4th Week","8","Q3","2017"
"T02973","2018-06-25","23","25","4th Week","6","Q2","2018"
"T02974","2014-12-18","14","18","3rd Week","12","Q4","2014"
"T02975","2019-03-26","4","26","4th Week","3","Q1","2019"
"T02976","2021-07-26","17","26","4th Week","7","Q3","2021"
"T02977","2018-01-24","2","24","4th Week","1","Q1","2018"
"T02978","2017-09-25","15","25","4th Week","9","Q3","2017"
"T02979","2015-03-02","12","2","1st Week","3","Q1","2015"
"T02980","2020-11-04","6","4","1st Week","11","Q4","2020"
"T02981","2021-02-22","7","22","4th Week","2","Q1","2021"
"T02982","2015-12-03","10","3","1st Week","12","Q4","2015"
"T02983","2016-06-02","14","2","1st Week","6","Q2","2016"
"T02984","2022-03-02","18","2","1st Week","3","Q1","2022"
"T02985","2017-02-22","1","22","4th Week","2","Q1","2017"
"T02986","2016-12-02","18","2","1st Week","12","Q4","2016"
"T02987","2019-04-28","17","28","4th Week","4","Q2","2019"
"T02988","2014-02-03","3","3","1st Week","2","Q1","2014"
"T02989","2020-02-02","4","2","1st Week","2","Q1","2020"
"T02990","2020-03-24","3","24","4th Week","3","Q1","2020"
"T02991","2014-02-14","14","14","2nd Week","2","Q1","2014"
"T02992","2015-06-20","18","20","3rd Week","6","Q2","2015"
"T02993","2020-05-06","9","6","1st Week","5","Q2","2020"
"T02994","2015-02-03","14","3","1st Week","2","Q1","2015"
"T02995","2018-07-17","16","17","3rd Week","7","Q3","2018"
"T02996","2016-08-03","14","3","1st Week","8","Q3","2016"
"T02997","2020-03-09","0","9","2nd Week","3","Q1","2020"
"T02998","2014-06-27","0","27","4th Week","6","Q2","2014"
"T02999","2014-06-18","10","18","3rd Week","6","Q2","2014"
"T03000","2020-10-15","1","15","3rd Week","10","Q4","2020"
"T03001","2016-10-04","21","4","1st Week","10","Q4","2016"
"T03002","2022-02-12","10","12","2nd Week","2","Q1","2022"
"T03003","2021-12-06","19","6","1st Week","12","Q4","2021"
"T03004","2016-12-03","13","3","1st Week","12","Q4","2016"
"T03005","2022-05-04","1","4","1st Week","5","Q2","2022"
"T03006","2018-07-31","11","31","4th Week","7","Q3","2018"
"T03007","2022-02-23","4","23","4th Week","2","Q1","2022"
"T03008","2016-10-08","22","8","2nd Week","10","Q4","2016"
"T03009","2022-05-16","0","16","3rd Week","5","Q2","2022"
"T03010","2015-05-01","10","1","1st Week","5","Q2","2015"
"T03011","2020-05-20","14","20","3rd Week","5","Q2","2020"
"T03012","2015-07-20","17","20","3rd Week","7","Q3","2015"
"T03013","2019-04-18","21","18","3rd Week","4","Q2","2019"
"T03014","2022-01-15","19","15","3rd Week","1","Q1","2022"
"T03015","2016-04-29","21","29","4th Week","4","Q2","2016"
"T03016","2021-05-01","20","1","1st Week","5","Q2","2021"
"T03017","2019-07-27","21","27","4th Week","7","Q3","2019"
"T03018","2016-03-06","2","6","1st Week","3","Q1","2016"
"T03019","2017-03-06","10","6","1st Week","3","Q1","2017"
"T03020","2019-02-15","8","15","3rd Week","2","Q1","2019"
"T03021","2015-05-11","2","11","2nd Week","5","Q2","2015"
"T03022","2019-09-03","22","3","1st Week","9","Q3","2019"
"T03023","2019-11-08","0","8","2nd Week","11","Q4","2019"
"T03024","2017-06-15","0","15","3rd Week","6","Q2","2017"
"T03025","2014-07-29","19","29","4th Week","7","Q3","2014"
"T03026","2014-02-25","4","25","4th Week","2","Q1","2014"
"T03027","2020-07-13","4","13","2nd Week","7","Q3","2020"
"T03028","2015-12-17","15","17","3rd Week","12","Q4","2015"
"T03029","2019-05-16","3","16","3rd Week","5","Q2","2019"
"T03030","2017-10-30","16","30","4th Week","10","Q4","2017"
"T03031","2020-07-03","20","3","1st Week","7","Q3","2020"
"T03032","2019-11-29","10","29","4th Week","11","Q4","2019"
"T03033","2019-07-23","14","23","4th Week","7","Q3","2019"
"T03034","2015-02-28","14","28","4th Week","2","Q1","2015"
"T03035","2019-08-23","19","23","4th Week","8","Q3","2019"
"T03036","2016-01-13","13","13","2nd Week","1","Q1","2016"
"T03037","2020-08-19","23","19","3rd Week","8","Q3","2020"
"T03038","2022-09-15","11","15","3rd Week","9","Q3","2022"
"T03039","2017-03-30","18","30","4th Week","3","Q1","2017"
"T03040","2016-04-14","17","14","2nd Week","4","Q2","2016"
"T03041","2021-11-25","5","25","4th Week","11","Q4","2021"
"T03042","2022-02-07","3","7","1st Week","2","Q1","2022"
"T03043","2020-07-12","22","12","2nd Week","7","Q3","2020"
"T03044","2018-07-08","13","8","2nd Week","7","Q3","2018"
"T03045","2019-07-04","8","4","1st Week","7","Q3","2019"
"T03046","2019-04-09","9","9","2nd Week","4","Q2","2019"
"T03047","2015-02-01","1","1","1st Week","2","Q1","2015"
"T03048","2015-01-07","19","7","1st Week","1","Q1","2015"
"T03049","2017-11-13","14","13","2nd Week","11","Q4","2017"
"T03050","2018-10-20","12","20","3rd Week","10","Q4","2018"
"T03051","2020-11-06","12","6","1st Week","11","Q4","2020"
"T03052","2017-02-02","19","2","1st Week","2","Q1","2017"
"T03053","2021-12-02","11","2","1st Week","12","Q4","2021"
"T03054","2015-05-10","17","10","2nd Week","5","Q2","2015"
"T03055","2018-01-31","5","31","4th Week","1","Q1","2018"
"T03056","2019-10-02","8","2","1st Week","10","Q4","2019"
"T03057","2021-01-21","10","21","3rd Week","1","Q1","2021"
"T03058","2020-07-19","4","19","3rd Week","7","Q3","2020"
"T03059","2022-07-06","18","6","1st Week","7","Q3","2022"
"T03060","2016-12-16","1","16","3rd Week","12","Q4","2016"
"T03061","2018-04-18","4","18","3rd Week","4","Q2","2018"
"T03062","2019-04-20","22","20","3rd Week","4","Q2","2019"
"T03063","2022-10-31","4","31","4th Week","10","Q4","2022"
"T03064","2016-04-19","4","19","3rd Week","4","Q2","2016"
"T03065","2019-07-11","1","11","2nd Week","7","Q3","2019"
"T03066","2020-02-21","10","21","3rd Week","2","Q1","2020"
"T03067","2014-12-10","9","10","2nd Week","12","Q4","2014"
"T03068","2021-07-25","0","25","4th Week","7","Q3","2021"
"T03069","2019-07-16","22","16","3rd Week","7","Q3","2019"
"T03070","2020-09-09","14","9","2nd Week","9","Q3","2020"
"T03071","2016-09-15","8","15","3rd Week","9","Q3","2016"
"T03072","2020-06-13","22","13","2nd Week","6","Q2","2020"
"T03073","2014-10-10","7","10","2nd Week","10","Q4","2014"
"T03074","2021-04-30","2","30","4th Week","4","Q2","2021"
"T03075","2017-11-08","22","8","2nd Week","11","Q4","2017"
"T03076","2016-08-02","8","2","1st Week","8","Q3","2016"
"T03077","2014-12-08","1","8","2nd Week","12","Q4","2014"
"T03078","2016-08-11","17","11","2nd Week","8","Q3","2016"
"T03079","2020-06-24","3","24","4th Week","6","Q2","2020"
"T03080","2021-04-29","18","29","4th Week","4","Q2","2021"
"T03081","2016-01-21","23","21","3rd Week","1","Q1","2016"
"T03082","2017-05-22","4","22","4th Week","5","Q2","2017"
"T03083","2015-08-26","11","26","4th Week","8","Q3","2015"
"T03084","2019-09-09","4","9","2nd Week","9","Q3","2019"
"T03085","2015-08-03","7","3","1st Week","8","Q3","2015"
"T03086","2018-09-27","14","27","4th Week","9","Q3","2018"
"T03087","2014-11-26","15","26","4th Week","11","Q4","2014"
"T03088","2014-06-03","21","3","1st Week","6","Q2","2014"
"T03089","2017-03-27","2","27","4th Week","3","Q1","2017"
"T03090","2016-11-12","23","12","2nd Week","11","Q4","2016"
"T03091","2016-02-03","22","3","1st Week","2","Q1","2016"
"T03092","2022-02-03","14","3","1st Week","2","Q1","2022"
"T03093","2016-04-30","6","30","4th Week","4","Q2","2016"
"T03094","2022-02-03","7","3","1st Week","2","Q1","2022"
"T03095","2018-02-20","12","20","3rd Week","2","Q1","2018"
"T03096","2018-07-26","7","26","4th Week","7","Q3","2018"
"T03097","2015-11-10","4","10","2nd Week","11","Q4","2015"
"T03098","2022-03-07","18","7","1st Week","3","Q1","2022"
"T03099","2014-10-21","11","21","3rd Week","10","Q4","2014"
"T03100","2019-09-23","18","23","4th Week","9","Q3","2019"
"T03101","2017-04-09","7","9","2nd Week","4","Q2","2017"
"T03102","2015-08-12","17","12","2nd Week","8","Q3","2015"
"T03103","2022-02-07","2","7","1st Week","2","Q1","2022"
"T03104","2014-07-04","5","4","1st Week","7","Q3","2014"
"T03105","2022-10-14","15","14","2nd Week","10","Q4","2022"
"T03106","2015-11-03","5","3","1st Week","11","Q4","2015"
"T03107","2017-02-21","2","21","3rd Week","2","Q1","2017"
"T03108","2017-07-04","22","4","1st Week","7","Q3","2017"
"T03109","2015-10-04","19","4","1st Week","10","Q4","2015"
"T03110","2020-09-26","6","26","4th Week","9","Q3","2020"
"T03111","2020-11-13","0","13","2nd Week","11","Q4","2020"
"T03112","2014-09-21","3","21","3rd Week","9","Q3","2014"
"T03113","2018-11-25","21","25","4th Week","11","Q4","2018"
"T03114","2020-04-07","22","7","1st Week","4","Q2","2020"
"T03115","2018-11-10","4","10","2nd Week","11","Q4","2018"
"T03116","2017-11-02","14","2","1st Week","11","Q4","2017"
"T03117","2021-05-03","0","3","1st Week","5","Q2","2021"
"T03118","2017-05-15","17","15","3rd Week","5","Q2","2017"
"T03119","2022-11-12","1","12","2nd Week","11","Q4","2022"
"T03120","2020-05-07","3","7","1st Week","5","Q2","2020"
"T03121","2018-04-28","17","28","4th Week","4","Q2","2018"
"T03122","2021-06-24","0","24","4th Week","6","Q2","2021"
"T03123","2015-08-23","2","23","4th Week","8","Q3","2015"
"T03124","2021-08-12","4","12","2nd Week","8","Q3","2021"
"T03125","2016-06-15","15","15","3rd Week","6","Q2","2016"
"T03126","2020-01-07","7","7","1st Week","1","Q1","2020"
"T03127","2020-11-18","2","18","3rd Week","11","Q4","2020"
"T03128","2020-03-11","4","11","2nd Week","3","Q1","2020"
"T03129","2016-03-06","22","6","1st Week","3","Q1","2016"
"T03130","2019-01-18","4","18","3rd Week","1","Q1","2019"
"T03131","2014-12-07","20","7","1st Week","12","Q4","2014"
"T03132","2017-01-14","13","14","2nd Week","1","Q1","2017"
"T03133","2019-06-03","17","3","1st Week","6","Q2","2019"
"T03134","2020-05-05","7","5","1st Week","5","Q2","2020"
"T03135","2014-09-22","12","22","4th Week","9","Q3","2014"
"T03136","2018-05-06","1","6","1st Week","5","Q2","2018"
"T03137","2014-04-12","20","12","2nd Week","4","Q2","2014"
"T03138","2018-09-05","1","5","1st Week","9","Q3","2018"
"T03139","2022-06-08","7","8","2nd Week","6","Q2","2022"
"T03140","2018-11-22","17","22","4th Week","11","Q4","2018"
"T03141","2018-11-30","17","30","4th Week","11","Q4","2018"
"T03142","2021-03-19","9","19","3rd Week","3","Q1","2021"
"T03143","2018-05-21","17","21","3rd Week","5","Q2","2018"
"T03144","2018-02-14","15","14","2nd Week","2","Q1","2018"
"T03145","2019-06-13","17","13","2nd Week","6","Q2","2019"
"T03146","2020-02-02","5","2","1st Week","2","Q1","2020"
"T03147","2020-07-31","20","31","4th Week","7","Q3","2020"
"T03148","2021-10-26","9","26","4th Week","10","Q4","2021"
"T03149","2021-01-08","22","8","2nd Week","1","Q1","2021"
"T03150","2021-07-04","11","4","1st Week","7","Q3","2021"
"T03151","2019-10-10","23","10","2nd Week","10","Q4","2019"
"T03152","2014-01-30","4","30","4th Week","1","Q1","2014"
"T03153","2019-12-01","21","1","1st Week","12","Q4","2019"
"T03154","2019-07-17","22","17","3rd Week","7","Q3","2019"
"T03155","2016-09-13","3","13","2nd Week","9","Q3","2016"
"T03156","2021-06-30","7","30","4th Week","6","Q2","2021"
"T03157","2014-04-08","18","8","2nd Week","4","Q2","2014"
"T03158","2020-05-26","16","26","4th Week","5","Q2","2020"
"T03159","2015-06-24","9","24","4th Week","6","Q2","2015"
"T03160","2021-01-18","17","18","3rd Week","1","Q1","2021"
"T03161","2015-04-19","0","19","3rd Week","4","Q2","2015"
"T03162","2014-08-15","20","15","3rd Week","8","Q3","2014"
"T03163","2021-08-24","18","24","4th Week","8","Q3","2021"
"T03164","2017-07-29","10","29","4th Week","7","Q3","2017"
