"item_key","payment_key","customer_key","time_key","store_key","quantity","unit","unit_price","total_price"
"I00044","P028","C000075","T03193","S0025","2","cans","8.0","16.0"
"I00183","P027","C001999","T09538","S0030","46","ct","35.0","1610.0"
"I00237","P029","C000168","T09192","S0044","16","ct","16.0","256.0"
"I00156","P017","C000456","T07583","S0010","23","bags","17.0","391.0"
"I00058","P010","C001701","T08673","S0040","4","bottles","22.0","88.0"
"I00001","P012","C001597","T01048","S0037","7","cans","11.5","80.5"
"I00258","P002","C001659","T07336","S0024","2","pk","21.0","42.0"
"I00016","P015","C001454","T02126","S0041","10","cans","16.25","162.5"
"I00205","P033","C001956","T07291","S0015","7","ct","16.0","112.0"
"I00170","P010","C000909","T07652","S0022","28","ct","15.0","420.0"
"I00148","P024","C000191","T00296","S0041","86","ct","15.0","1290.0"
"I00044","P018","C001234","T02727","S0028","10","cans","8.0","80.0"
"I00063","P030","C001964","T06768","S0037","22","cans","40.0","880.0"
"I00088","P024","C000763","T01289","S0007","17","bottles","17.0","289.0"
"I00200","P030","C001604","T05613","S0011","15","bars","20.0","300.0"
"I00139","P012","C000533","T01799","S0001","58","ct","24.0","1392.0"
"I00082","P022","C000375","T00211","S0017","18","ct","15.0","270.0"
"I00217","P038","C001485","T05199","S0039","2","oz","20.5","41.0"
"I00246","P011","C001318","T02176","S0033","55","ct","20.0","1100.0"
"I00177","P037","C000327","T05441","S0037","44","ct","35.0","1540.0"
"I00253","P015","C001782","T04978","S0038","77","bags","21.0","1617.0"
"I00244","P033","C001477","T03045","S0012","88","oz","18.0","1584.0"
"I00002","P028","C001171","T05558","S0020","1","cans","6.75","6.75"
"I00089","P037","C000806","T03853","S0011","21","bottles","9.0","189.0"
"I00029","P012","C000713","T00869","S0005","1","cans","11.5","11.5"
"I00123","P027","C001226","T05370","S0043","104","ct","45.0","4680.0"
"I00223","P036","C001424","T09420","S0033","34","ct","13.5","459.0"
"I00048","P029","C001571","T07355","S0041","5","cans","8.0","40.0"
"I00199","P030","C000056","T03059","S0034","3","ct","15.0","45.0"
"I00066","P030","C000372","T08430","S0032","19","bottles","20.0","380.0"
"I00204","P004","C000036","T02219","S0025","8","ct","17.0","136.0"
"I00261","P016","C000361","T04557","S0040","16","ct","33.0","528.0"
"I00084","P024","C000398","T08359","S0031","14","bottles","18.0","252.0"
"I00011","P008","C000267","T07916","S0037","1","cans","6.75","6.75"
"I00165","P005","C001474","T02395","S0005","7","bags","16.0","112.0"
"I00035","P012","C000072","T09265","S0043","18","cans","16.0","288.0"
"I00095","P020","C001352","T08260","S0019","21","botlltes","16.0","336.0"
"I00170","P011","C001838","T00261","S0040","26","ct","15.0","390.0"
"I00172","P036","C001373","T01297","S0032","19","oz","19.0","361.0"
"I00243","P037","C001950","T00231","S0024","38","oz","16.0","608.0"
"I00185","P002","C001805","T04084","S0040","19","ct","14.0","266.0"
"I00084","P008","C000363","T08377","S0038","4","bottles","18.0","72.0"
"I00260","P002","C000319","T08290","S0005","1100","ct","15.0","16500.0"
"I00099","P034","C000466","T03200","S0040","18","oz","6.0","108.0"
"I00181","P025","C001361","T07551","S0025","13","ct","26.0","338.0"
"I00198","P001","C000781","T03241","S0036","31","ct","12.0","372.0"
"I00113","P034","C000756","T04274","S0023","22","ct","42.0","924.0"
"I00180","P022","C001017","T09429","S0014","179","ct","19.0","3401.0"
"I00091","P022","C000928","T01720","S0033","23","bottles","7.5","172.5"
"I00207","P027","C000343","T00088","S0012","20","ct","14.0","280.0"
"I00163","P023","C001024","T01297","S0009","28","bags","15.0","420.0"
"I00225","P016","C000476","T01702","S0033","31","ct","17.0","527.0"
"I00260","P035","C001451","T02957","S0004","895","ct","15.0","13425.0"
"I00062","P026","C000478","T04874","S0039","1","cans","37.0","37.0"
"I00039","P038","C001879","T08788","S0017","15","bottles","26.0","390.0"
"I00100","P007","C000506","T04714","S0039","1","oz.","10.0","10.0"
"I00173","P020","C001352","T01461","S0024","55","ct","19.0","1045.0"
"I00241","P005","C000454","T02223","S0025","388","ct","12.0","4656.0"
"I00205","P022","C000869","T05942","S0004","46","ct","16.0","736.0"
"I00181","P037","C001410","T09520","S0011","32","ct","26.0","832.0"
"I00173","P021","C000080","T06439","S0019","110","ct","19.0","2090.0"
"I00077","P018","C001369","T09172","S0039","9","cans","6.75","60.75"
"I00154","P024","C000540","T08945","S0029","21","Bags","15.0","315.0"
"I00001","P009","C001007","T05231","S0031","4","cans","11.5","46.0"
"I00157","P009","C000956","T09692","S0016","6","bags","17.0","102.0"
"I00093","P016","C000001","T05657","S0018","26","bottles","13.0","338.0"
"I00006","P005","C000954","T00380","S0020","5","cans","16.25","81.25"
"I00080","P014","C000720","T03090","S0008","17","bottles","22.0","374.0"
"I00004","P034","C000690","T07516","S0021","10","cans","6.75","67.5"
"I00055","P025","C000104","T04666","S0016","1","cans","40.0","40.0"
"I00025","P012","C001113","T06361","S0005","15","cans","11.5","172.5"
"I00136","P020","C000766","T09967","S0043","54","ct","19.5","1053.0"
"I00258","P035","C001648","T05580","S0011","3","pk","21.0","63.0"
"I00174","P027","C000638","T04376","S0011","39","oz","18.0","702.0"
"I00189","P017","C001556","T02958","S0043","58","ct","13.0","754.0"
"I00246","P026","C000112","T07285","S0010","65","ct","20.0","1300.0"
"I00226","P021","C000037","T05419","S0026","2","lb","15.0","30.0"
"I00108","P002","C000358","T03254","S0029","26","oz","15.0","390.0"
"I00239","P014","C001234","T08067","S0022","2","pk","14.0","28.0"
"I00104","P007","C001816","T02274","S0015","6","ct","14.0","84.0"
"I00027","P021","C000233","T03022","S0044","30","cans","16.25","487.5"
"I00025","P003","C000793","T00236","S0007","4","cans","11.5","46.0"
"I00004","P018","C000656","T01504","S0020","10","cans","6.75","67.5"
"I00197","P005","C001458","T04493","S0001","21","bars","15.0","315.0"
"I00022","P025","C001310","T06458","S0044","16","cans","16.25","260.0"
"I00135","P005","C000741","T03977","S0040","46","ct","14.0","644.0"
"I00249","P022","C000247","T00605","S0021","1","pack","16.0","16.0"
"I00084","P023","C001719","T09433","S0031","12","bottles","18.0","216.0"
"I00254","P004","C000241","T00148","S0005","35","oz","13.0","455.0"
"I00145","P028","C001044","T07742","S0022","321","ct","17.0","5457.0"
"I00138","P013","C001055","T05620","S0022","490","ct","32.0","15680.0"
"I00002","P034","C001412","T09788","S0001","2","cans","6.75","13.5"
"I00065","P008","C000489","T08642","S0024","17","bottles","20.0","340.0"
"I00056","P034","C001451","T02583","S0001","1","bottles","24.0","24.0"
"I00168","P032","C000731","T07481","S0030","21","ct","18.0","378.0"
"I00213","P012","C000160","T02111","S0039","5","ct","12.0","60.0"
"I00249","P022","C001438","T09065","S0041","2","pack","16.0","32.0"
"I00218","P014","C000912","T04109","S0015","1","ct","6.0","6.0"
"I00056","P030","C000171","T04019","S0020","10","bottles","24.0","240.0"
"I00127","P028","C000809","T01734","S0003","272","pk","12.5","3400.0"
"I00086","P027","C000118","T00707","S0030","7","cans","18.0","126.0"
"I00210","P029","C001425","T02741","S0007","49","ct","15.0","735.0"
"I00072","P009","C000195","T06858","S0042","11","bottles","20.0","220.0"
"I00212","P032","C001727","T02544","S0026","1","ct","12.0","12.0"
"I00210","P019","C001369","T06372","S0009","17","ct","15.0","255.0"
"I00245","P013","C001938","T09678","S0018","9","rolls","26.0","234.0"
"I00094","P010","C001678","T09137","S0003","39","bottles","11.0","429.0"
"I00055","P014","C001148","T01642","S0013","1","cans","40.0","40.0"
"I00015","P008","C001161","T06139","S0030","4","cans","6.75","27.0"
"I00082","P024","C000232","T09877","S0029","23","ct","15.0","345.0"
"I00240","P013","C000838","T01211","S0020","6","ct","14.0","84.0"
"I00106","P039","C000515","T02851","S0024","10","oz","17.0","170.0"
"I00137","P025","C000640","T05519","S0030","396","ct","24.0","9504.0"
"I00231","P025","C001064","T08406","S0010","16","pk","16.0","256.0"
"I00257","P023","C001502","T03366","S0013","8","ct","21.0","168.0"
"I00248","P021","C001028","T07052","S0011","3","rolls","26.0","78.0"
"I00049","P009","C000308","T04769","S0023","2","cans","8.0","16.0"
"I00003","P030","C000175","T09525","S0007","2","cans","6.75","13.5"
"I00077","P023","C000842","T03132","S0044","10","cans","6.75","67.5"
"I00035","P003","C000364","T06179","S0023","9","cans","16.0","144.0"
"I00109","P033","C001302","T06337","S0039","23","oz","17.0","391.0"
"I00155","P009","C001000","T05586","S0004","28","bags","17.0","476.0"
"I00080","P003","C001897","T09096","S0001","19","bottles","22.0","418.0"
"I00069","P012","C001469","T01609","S0044","24","bottles","17.5","420.0"
"I00182","P018","C001145","T06595","S0009","2","oz","15.0","30.0"
"I00183","P023","C000459","T05075","S0039","27","ct","35.0","945.0"
"I00205","P032","C000315","T00070","S0028","40","ct","16.0","640.0"
"I00173","P031","C001052","T04817","S0040","91","ct","19.0","1729.0"
"I00058","P015","C001971","T09389","S0014","2","bottles","22.0","44.0"
"I00168","P018","C000538","T04507","S0017","23","ct","18.0","414.0"
"I00004","P006","C000867","T09297","S0022","6","cans","6.75","40.5"
"I00054","P035","C001161","T01246","S0039","3","cans","40.0","120.0"
"I00223","P034","C001848","T01747","S0022","25","ct","13.5","337.5"
"I00126","P021","C000384","T09602","S0022","628","ct","25.0","15700.0"
"I00098","P014","C000115","T08573","S0007","12","oz","10.0","120.0"
"I00244","P016","C001594","T00715","S0001","81","oz","18.0","1458.0"
"I00235","P037","C001663","T09989","S0019","2","ct","14.0","28.0"
"I00107","P002","C000895","T08169","S0037","37","oz","20.0","740.0"
"I00004","P008","C001911","T06493","S0013","7","cans","6.75","47.25"
"I00157","P012","C001772","T08450","S0007","12","bags","17.0","204.0"
"I00125","P035","C000736","T04035","S0028","1192","ct","15.0","17880.0"
"I00210","P037","C001200","T05813","S0018","4","ct","15.0","60.0"
"I00055","P001","C000728","T06867","S0039","8","cans","40.0","320.0"
"I00109","P001","C000861","T07626","S0043","25","oz","17.0","425.0"
"I00084","P010","C001199","T02138","S0008","23","bottles","18.0","414.0"
"I00075","P033","C001153","T02551","S0039","9","cans","15.5","139.5"
"I00162","P012","C001784","T03619","S0005","18","Bags","16.0","288.0"
"I00002","P025","C001370","T04179","S0035","8","cans","6.75","54.0"
"I00262","P001","C000216","T03016","S0022","231","ct","14.0","3234.0"
"I00170","P022","C001019","T02302","S0032","5","ct","15.0","75.0"
"I00177","P004","C000075","T08463","S0029","45","ct","35.0","1575.0"
"I00158","P013","C001214","T00032","S0003","36","NaN","17.0","612.0"
"I00050","P010","C000241","T07726","S0038","6","cans","8.0","48.0"
"I00097","P018","C001272","T08324","S0018","4","cartons","19.0","76.0"
"I00042","P015","C000886","T02609","S0035","21","bottles","28.0","588.0"
"I00181","P007","C001698","T09905","S0029","25","ct","26.0","650.0"
"I00150","P014","C000830","T00635","S0025","4","bags","16.0","64.0"
"I00137","P016","C001068","T04667","S0031","657","ct","24.0","15768.0"
"I00120","P019","C000419","T08561","S0043","8","ct","9.0","72.0"
"I00113","P002","C001178","T01280","S0034","47","ct","42.0","1974.0"
"I00139","P023","C001165","T04876","S0034","4","ct","24.0","96.0"
"I00133","P004","C000953","T07250","S0001","18","ct","15.0","270.0"
"I00062","P004","C000734","T01127","S0013","3","cans","37.0","111.0"
"I00110","P026","C001186","T05369","S0031","26","oz","22.5","585.0"
"I00146","P007","C001724","T09724","S0026","171","ct","21.0","3591.0"
"I00060","P039","C001247","T05535","S0044","11","bottles","22.0","242.0"
"I00202","P030","C000817","T01593","S0037","4","ct","12.0","48.0"
"I00192","P038","C000987","T01569","S0021","15","ct","24.0","360.0"
"I00132","P033","C001962","T02411","S0008","96","ct","14.0","1344.0"
"I00171","P007","C000155","T06976","S0026","68","ct","16.0","1088.0"
"I00114","P013","C001473","T00992","S0009","48","ct","44.0","2112.0"
"I00180","P026","C000005","T06180","S0027","36","ct","19.0","684.0"
"I00117","P026","C000284","T02196","S0026","65","ct","46.0","2990.0"
"I00057","P008","C001264","T08832","S0040","5","bottles","24.0","120.0"
"I00017","P032","C001062","T08251","S0016","4","cans","6.75","27.0"
"I00059","P032","C000435","T04389","S0029","5","bottles","22.0","110.0"
"I00239","P037","C000749","T06320","S0037","9","pk","14.0","126.0"
"I00161","P024","C000851","T07068","S0017","26","Bags","17.0","442.0"
"I00262","P034","C001711","T07751","S0031","398","ct","14.0","5572.0"
"I00162","P012","C001018","T08358","S0002","25","Bags","16.0","400.0"
"I00193","P007","C000010","T08744","S0012","18","ct","18.0","324.0"
"I00223","P019","C001518","T05702","S0043","1","ct","13.5","13.5"
"I00229","P010","C001941","T02516","S0030","18","ct","13.0","234.0"
"I00125","P013","C000344","T00758","S0027","1195","ct","15.0","17925.0"
"I00109","P032","C000904","T03571","S0042","18","oz","17.0","306.0"
"I00172","P035","C000646","T09123","S0037","49","oz","19.0","931.0"
"I00206","P009","C001855","T06546","S0014","1","ct","15.0","15.0"
"I00224","P013","C001084","T03542","S0007","14","oz","11.0","154.0"
"I00197","P009","C000301","T03430","S0030","31","bars","15.0","465.0"
"I00148","P007","C001744","T07200","S0040","182","ct","15.0","2730.0"
"I00010","P009","C000349","T03688","S0040","1","cans","6.75","6.75"
"I00013","P022","C001042","T01232","S0029","11","cans","6.75","74.25"
"I00140","P014","C001740","T07563","S0012","386","ct","29.0","11194.0"
"I00111","P020","C000611","T05898","S0004","15","ct","16.0","240.0"
"I00051","P010","C000283","T09120","S0015","11","cans","23.0","253.0"
"I00136","P027","C000179","T04565","S0036","46","ct","19.5","897.0"
"I00081","P019","C001131","T02961","S0018","11","bottles","29.0","319.0"
"I00182","P006","C000245","T03776","S0038","46","oz","15.0","690.0"
"I00134","P029","C000718","T05496","S0032","72","ct","16.0","1152.0"
"I00055","P001","C000058","T03919","S0022","22","cans","40.0","880.0"
"I00257","P010","C001905","T01100","S0020","26","ct","21.0","546.0"
"I00090","P002","C001990","T06519","S0019","1","bottles","9.0","9.0"
"I00107","P022","C001467","T07353","S0037","25","oz","20.0","500.0"
"I00210","P006","C000468","T05921","S0035","47","ct","15.0","705.0"
"I00005","P018","C001913","T09171","S0043","8","cans","6.75","54.0"
"I00243","P036","C001472","T09878","S0042","9","oz","16.0","144.0"
"I00024","P025","C001611","T09110","S0023","14","cans","16.25","227.5"
"I00212","P034","C001595","T01406","S0032","13","ct","12.0","156.0"
"I00095","P007","C000302","T01041","S0003","10","botlltes","16.0","160.0"
"I00097","P013","C001464","T09583","S0042","7","cartons","19.0","133.0"
"I00123","P022","C000438","T02798","S0002","26","ct","45.0","1170.0"
"I00189","P023","C000660","T01557","S0004","24","ct","13.0","312.0"
"I00164","P017","C000572","T00388","S0030","20","ct","16.0","320.0"
"I00262","P027","C001507","T03753","S0004","623","ct","14.0","8722.0"
"I00169","P012","C000771","T01818","S0042","19","ct","17.0","323.0"
"I00002","P003","C000612","T07700","S0020","5","cans","6.75","33.75"
"I00018","P024","C001017","T06398","S0010","9","cans","6.75","60.75"
"I00080","P039","C000015","T07314","S0031","11","bottles","22.0","242.0"
"I00163","P008","C000157","T08013","S0010","6","bags","15.0","90.0"
"I00174","P024","C001064","T05504","S0004","50","oz","18.0","900.0"
"I00205","P018","C001315","T06551","S0011","41","ct","16.0","656.0"
"I00129","P004","C000311","T09375","S0036","296","pk","18.0","5328.0"
"I00104","P018","C000790","T02703","S0014","1","ct","14.0","14.0"
"I00172","P021","C001334","T08083","S0012","20","oz","19.0","380.0"
"I00158","P011","C000877","T04579","S0029","41","NaN","17.0","697.0"
"I00099","P021","C001930","T07313","S0041","16","oz","6.0","96.0"
"I00111","P020","C001582","T07892","S0039","6","ct","16.0","96.0"
"I00214","P015","C000571","T04282","S0001","2","oz","19.5","39.0"
"I00229","P035","C001023","T04225","S0044","9","ct","13.0","117.0"
"I00221","P001","C000961","T05414","S0037","4","ct","14.0","56.0"
"I00190","P017","C001418","T05998","S0004","2","ct","16.0","32.0"
"I00161","P033","C000689","T07193","S0005","6","Bags","17.0","102.0"
"I00057","P009","C001009","T01174","S0004","2","bottles","24.0","48.0"
"I00063","P028","C001360","T00320","S0018","10","cans","40.0","400.0"
"I00192","P034","C000439","T03252","S0003","17","ct","24.0","408.0"
"I00082","P018","C001410","T02655","S0041","28","ct","15.0","420.0"
"I00019","P016","C000021","T09753","S0014","7","cans","6.75","47.25"
"I00222","P014","C000047","T06274","S0034","38","ct","12.0","456.0"
"I00092","P022","C000728","T08021","S0029","5","bottles","10.0","50.0"
"I00112","P010","C001021","T09010","S0010","16","ct","14.0","224.0"
"I00182","P028","C001719","T03021","S0012","5","oz","15.0","75.0"
"I00014","P035","C000309","T04686","S0011","5","cans","6.75","33.75"
"I00159","P011","C000216","T07203","S0011","9","bags","17.0","153.0"
"I00250","P031","C001206","T03871","S0015","1","pack","19.5","19.5"
"I00189","P022","C000264","T02755","S0035","21","ct","13.0","273.0"
"I00139","P006","C000929","T03824","S0006","7","ct","24.0","168.0"
"I00046","P029","C000472","T08333","S0033","6","cans","8.0","48.0"
"I00186","P005","C000273","T05108","S0029","13","ct","13.0","169.0"
"I00241","P030","C000921","T09664","S0020","9","ct","12.0","108.0"
"I00217","P008","C000184","T03588","S0017","9","oz","20.5","184.5"
"I00015","P031","C000674","T04779","S0006","4","cans","6.75","27.0"
"I00025","P017","C000607","T06708","S0038","11","cans","11.5","126.5"
"I00081","P023","C000889","T05466","S0038","10","bottles","29.0","290.0"
"I00122","P020","C000550","T01045","S0034","516","ct","15.0","7740.0"
"I00139","P025","C001755","T03774","S0029","55","ct","24.0","1320.0"
"I00042","P035","C000020","T01628","S0021","19","bottles","28.0","532.0"
"I00190","P005","C000526","T06703","S0018","10","ct","16.0","160.0"
"I00174","P012","C000540","T08373","S0035","37","oz","18.0","666.0"
"I00107","P038","C001211","T00354","S0037","12","oz","20.0","240.0"
"I00042","P013","C000391","T04228","S0042","18","bottles","28.0","504.0"
"I00152","P028","C001346","T05739","S0024","40","bags","15.0","600.0"
"I00038","P015","C000728","T00213","S0014","23","bottles","23.0","529.0"
"I00198","P036","C000452","T00822","S0019","27","ct","12.0","324.0"
"I00128","P038","C001313","T08740","S0024","1239","pk","16.0","19824.0"
"I00203","P002","C000723","T01490","S0041","7","ct","18.0","126.0"
"I00242","P033","C000174","T02230","S0022","7","pk","12.0","84.0"
"I00092","P005","C000548","T08543","S0042","28","bottles","10.0","280.0"
"I00084","P013","C001205","T09310","S0034","4","bottles","18.0","72.0"
"I00150","P014","C000689","T04351","S0011","12","bags","16.0","192.0"
"I00159","P002","C000853","T00834","S0030","13","bags","17.0","221.0"
"I00053","P034","C000547","T00818","S0006","14","cans","40.0","560.0"
"I00236","P012","C001641","T04881","S0007","3","tins","12.0","36.0"
"I00055","P014","C000042","T02487","S0035","6","cans","40.0","240.0"
"I00054","P013","C000765","T02669","S0018","23","cans","40.0","920.0"
"I00185","P012","C000419","T03156","S0026","16","ct","14.0","224.0"
"I00061","P025","C001346","T06216","S0022","23","cans","55.0","1265.0"
"I00244","P031","C000846","T06689","S0006","45","oz","18.0","810.0"
"I00248","P006","C000558","T02158","S0030","20","rolls","26.0","520.0"
"I00223","P003","C000013","T06929","S0003","6","ct","13.5","81.0"
"I00110","P003","C000304","T02335","S0016","27","oz","22.5","607.5"
"I00244","P029","C001545","T07426","S0006","22","oz","18.0","396.0"
"I00145","P037","C000471","T03702","S0005","202","ct","17.0","3434.0"
"I00257","P003","C001051","T05506","S0022","41","ct","21.0","861.0"
"I00162","P035","C001681","T00523","S0024","33","Bags","16.0","528.0"
"I00043","P020","C000803","T07495","S0010","5","bottles","24.0","120.0"
"I00240","P019","C001595","T00702","S0024","5","ct","14.0","70.0"
"I00083","P011","C000674","T03859","S0039","2","bottles","14.0","28.0"
"I00256","P009","C001136","T01877","S0020","5","pack","20.0","100.0"
"I00040","P007","C000923","T04795","S0040","13","bottles","22.0","286.0"
"I00031","P029","C000857","T09870","S0029","9","cans","16.0","144.0"
"I00126","P019","C000183","T05521","S0010","478","ct","25.0","11950.0"
"I00197","P036","C000588","T02638","S0041","11","bars","15.0","165.0"
"I00214","P038","C000992","T08425","S0028","9","oz","19.5","175.5"
"I00178","P029","C000685","T03485","S0024","21","ct","26.0","546.0"
"I00126","P010","C000272","T05495","S0021","576","ct","25.0","14400.0"
"I00250","P037","C001306","T07113","S0003","3","pack","19.5","58.5"
"I00262","P024","C000480","T05501","S0014","49","ct","14.0","686.0"
"I00105","P020","C001105","T06021","S0037","651","ct","16.5","10741.5"
"I00058","P010","C001350","T04778","S0009","5","bottles","22.0","110.0"
"I00241","P035","C000171","T09527","S0035","251","ct","12.0","3012.0"
"I00051","P013","C001301","T05429","S0026","3","cans","23.0","69.0"
"I00199","P033","C001685","T07662","S0043","22","ct","15.0","330.0"
"I00202","P002","C000517","T01255","S0044","5","ct","12.0","60.0"
"I00205","P009","C001581","T07537","S0010","37","ct","16.0","592.0"
"I00242","P010","C000375","T08866","S0012","7","pk","12.0","84.0"
"I00017","P030","C000871","T04374","S0007","11","cans","6.75","74.25"
"I00170","P007","C000784","T00575","S0009","12","ct","15.0","180.0"
"I00071","P019","C000833","T07697","S0023","2","bottles","17.5","35.0"
"I00212","P011","C000422","T05128","S0019","3","ct","12.0","36.0"
"I00030","P004","C000255","T03061","S0004","15","cans","16.0","240.0"
"I00185","P008","C001893","T01486","S0016","7","ct","14.0","98.0"
"I00086","P011","C000585","T02246","S0006","10","cans","18.0","180.0"
"I00102","P015","C001887","T03694","S0042","40","tubs","16.0","640.0"
"I00110","P027","C000764","T07128","S0002","25","oz","22.5","562.5"
"I00017","P020","C000608","T02624","S0039","4","cans","6.75","27.0"
"I00089","P032","C001325","T04703","S0033","24","bottles","9.0","216.0"
"I00197","P015","C001464","T08791","S0012","13","bars","15.0","195.0"
"I00209","P029","C000980","T03351","S0039","37","ct","13.0","481.0"
"I00005","P010","C000792","T00195","S0039","9","cans","6.75","60.75"
"I00003","P027","C001679","T07577","S0020","2","cans","6.75","13.5"
"I00132","P001","C001515","T06097","S0011","236","ct","14.0","3304.0"
"I00203","P020","C000688","T04139","S0012","19","ct","18.0","342.0"
"I00236","P017","C001217","T08298","S0025","11","tins","12.0","132.0"
"I00092","P006","C000136","T03026","S0041","10","bottles","10.0","100.0"
"I00026","P037","C000691","T06936","S0016","9","cans","6.75","60.75"
"I00125","P038","C001315","T07936","S0018","720","ct","15.0","10800.0"
"I00124","P011","C000129","T07293","S0003","6","ct","15.0","90.0"
"I00053","P013","C000543","T02477","S0044","14","cans","40.0","560.0"
"I00164","P019","C000626","T09295","S0021","44","ct","16.0","704.0"
"I00158","P018","C000608","T01544","S0021","40","NaN","17.0","680.0"
"I00086","P035","C001303","T04038","S0007","11","cans","18.0","198.0"
"I00104","P006","C000691","T08355","S0035","2","ct","14.0","28.0"
"I00057","P026","C000648","T02431","S0038","5","bottles","24.0","120.0"
"I00008","P015","C001495","T08338","S0015","24","cans","16.25","390.0"
"I00002","P016","C001555","T05997","S0032","2","cans","6.75","13.5"
"I00245","P012","C000291","T06843","S0012","1","rolls","26.0","26.0"
"I00088","P008","C001672","T08045","S0015","14","bottles","17.0","238.0"
"I00200","P014","C001042","T08585","S0034","5","bars","20.0","100.0"
"I00118","P021","C000035","T04314","S0028","40","ct","42.0","1680.0"
"I00101","P033","C000095","T01723","S0039","166","tubs","15.0","2490.0"
"I00228","P033","C001257","T06354","S0026","24","pk","14.0","336.0"
"I00030","P022","C001055","T00522","S0027","12","cans","16.0","192.0"
"I00150","P018","C000788","T05700","S0044","13","bags","16.0","208.0"
"I00144","P023","C001210","T05529","S0027","201","ct","20.0","4020.0"
"I00121","P037","C000437","T05866","S0041","3763","ct","17.0","63971.0"
"I00172","P025","C001028","T06361","S0022","49","oz","19.0","931.0"
"I00093","P017","C001234","T07109","S0014","3","bottles","13.0","39.0"
"I00264","P002","C000344","T05386","S0033","4","ct","15.0","60.0"
"I00043","P021","C000414","T00949","S0014","8","bottles","24.0","192.0"
"I00209","P017","C001735","T03129","S0014","29","ct","13.0","377.0"
"I00238","P021","C000463","T01013","S0039","221","ct","12.0","2652.0"
"I00088","P028","C000722","T01094","S0022","23","bottles","17.0","391.0"
"I00011","P025","C001844","T09009","S0034","6","cans","6.75","40.5"
"I00230","P020","C000291","T07235","S0043","19","pk","15.0","285.0"
"I00245","P007","C001332","T05296","S0003","9","rolls","26.0","234.0"
"I00022","P030","C000799","T08293","S0006","21","cans","16.25","341.25"
"I00068","P021","C000155","T03776","S0011","21","bottles","20.0","420.0"
"I00019","P019","C001762","T07289","S0015","8","cans","6.75","54.0"
"I00197","P039","C000032","T03598","S0015","18","bars","15.0","270.0"
"I00222","P028","C000493","T08309","S0015","24","ct","12.0","288.0"
"I00067","P019","C001579","T08359","S0013","10","bottles","8.0","80.0"
"I00167","P034","C000376","T08692","S0044","22","ct","14.0","308.0"
"I00002","P021","C000204","T09610","S0018","3","cans","6.75","20.25"
"I00116","P009","C001430","T06155","S0009","51","ct","48.0","2448.0"
"I00106","P037","C000307","T01719","S0005","21","oz","17.0","357.0"
"I00077","P022","C001784","T06989","S0001","5","cans","6.75","33.75"
"I00067","P020","C001383","T08984","S0001","6","bottles","8.0","48.0"
"I00083","P025","C000418","T04012","S0002","11","bottles","14.0","154.0"
"I00235","P014","C000645","T09851","S0019","11","ct","14.0","154.0"
"I00048","P027","C001761","T08501","S0029","1","cans","8.0","8.0"
"I00170","P031","C001934","T05257","S0036","5","ct","15.0","75.0"
"I00175","P028","C000092","T06099","S0023","32","oz","19.0","608.0"
"I00202","P038","C001350","T03958","S0028","2","ct","12.0","24.0"
"I00013","P013","C000611","T02401","S0039","11","cans","6.75","74.25"
"I00048","P005","C001126","T07288","S0031","9","cans","8.0","72.0"
"I00193","P004","C000523","T02514","S0037","82","ct","18.0","1476.0"
"I00077","P032","C000900","T07702","S0034","1","cans","6.75","6.75"
"I00140","P035","C001309","T05293","S0009","78","ct","29.0","2262.0"
"I00027","P012","C000511","T05644","S0027","34","cans","16.25","552.5"
"I00202","P037","C001403","T04330","S0028","2","ct","12.0","24.0"
"I00208","P013","C001113","T09510","S0027","11","ct","14.0","154.0"
"I00113","P038","C000993","T04933","S0042","34","ct","42.0","1428.0"
"I00023","P021","C001014","T09312","S0005","6","cans","6.75","40.5"
"I00179","P007","C001528","T04060","S0037","41","ct","19.0","779.0"
"I00031","P013","C000484","T03485","S0007","10","cans","16.0","160.0"
"I00253","P014","C000742","T07266","S0013","44","bags","21.0","924.0"
"I00245","P033","C000366","T03723","S0006","7","rolls","26.0","182.0"
"I00131","P020","C001797","T03179","S0019","30","ct","14.0","420.0"
"I00041","P015","C001938","T09797","S0022","18","bottles","23.0","414.0"
"I00220","P036","C001945","T09111","S0038","30","ct","14.0","420.0"
"I00073","P035","C001322","T03682","S0010","11","bottles","20.0","220.0"
"I00151","P004","C000758","T07899","S0008","47","bags","17.0","799.0"
"I00165","P025","C001034","T05821","S0033","10","bags","16.0","160.0"
"I00174","P018","C000657","T09640","S0012","15","oz","18.0","270.0"
"I00202","P030","C001377","T08212","S0041","5","ct","12.0","60.0"
"I00159","P015","C001953","T00469","S0030","14","bags","17.0","238.0"
"I00186","P027","C001849","T04998","S0024","7","ct","13.0","91.0"
"I00209","P014","C000292","T07091","S0033","18","ct","13.0","234.0"
"I00083","P012","C000279","T01182","S0009","10","bottles","14.0","140.0"
"I00143","P003","C000520","T04832","S0042","3","ct","16.0","48.0"
"I00225","P003","C001692","T00850","S0013","20","ct","17.0","340.0"
"I00151","P035","C000434","T05258","S0001","41","bags","17.0","697.0"
"I00192","P034","C001041","T00448","S0021","5","ct","24.0","120.0"
"I00123","P006","C000345","T02150","S0008","64","ct","45.0","2880.0"
"I00048","P010","C001063","T05084","S0042","7","cans","8.0","56.0"
"I00003","P002","C001324","T07314","S0033","7","cans","6.75","47.25"
